downtime_id,date,equipment_id,shift,downtime_type,start_time,end_time,duration_min,cause,line
DT-00285,2024-04-24,EQ-A04,주간,계획정지,2024-04-24 11:10,2024-04-24 12:59,109.0,자재 대기,A라인
DT-00286,2024-04-24,EQ-B01,야간,셋업/조정,2024-04-24 02:42,2024-04-24 03:39,57.0,금형 교체,B라인
DT-00287,2024-04-25,EQ-A02,야간,소정지,2024-04-25 22:03,2024-04-25 22:17,14.0,칩 막힘,A라인
DT-00288,2024-04-25,EQ-A03,야간,초기불량,2024-04-25 02:55,2024-04-25 03:12,17.0,워밍업 미흡,A라인
DT-00289,2024-04-25,EQ-A04,야간,설비고장,2024-04-25 23:25,2024-04-26 00:23,58.0,전기 접촉 불량,A라인
DT-00290,2024-04-25,EQ-C04,주간,계획정지,2024-04-25 09:36,2024-04-25 11:10,94.0,점검,C라인
DT-00291,2024-04-26,EQ-A01,야간,속도저하,2024-04-26 05:56,2024-04-26 06:18,22.0,공구 마모,A라인
DT-00292,2024-04-26,EQ-A02,주간,설비고장,2024-04-26 13:21,2024-04-26 14:58,97.0,센서 오작동,A라인
DT-00293,2024-04-26,EQ-B01,주간,초기불량,2024-04-26 14:13,2024-04-26 14:57,44.0,측정 오차,B라인
DT-00294,2024-04-27,EQ-A03,주간,설비고장,2024-04-27 12:28,2024-04-27 14:36,128.0,베어링 마모,A라인
DT-00295,2024-04-27,EQ-B03,주간,셋업/조정,2024-04-27 15:34,2024-04-27 16:01,27.0,공구 교체,B라인
DT-00296,2024-04-29,EQ-A03,야간,셋업/조정,2024-04-29 04:30,2024-04-29 05:17,47.0,금형 교체,A라인
DT-00297,2024-04-29,EQ-A03,주간,속도저하,2024-04-29 13:30,2024-04-29 13:54,24.0,냉각 부족,A라인
DT-00298,2024-04-29,EQ-B03,주간,속도저하,2024-04-29 08:53,2024-04-29 09:28,35.0,냉각 부족,B라인
DT-00299,2024-04-29,EQ-C01,주간,속도저하,2024-04-29 12:35,2024-04-29 14:10,95.0,공구 마모,C라인
DT-00300,2024-04-30,EQ-A03,주간,셋업/조정,2024-04-30 11:54,2024-04-30 12:12,18.0,프로그램 변경,A라인
DT-00301,2024-04-30,EQ-C01,야간,셋업/조정,2024-04-30 02:19,2024-04-30 02:52,33.0,금형 교체,C라인
DT-00302,2024-05-01,EQ-B04,야간,설비고장,2024-05-01 01:55,2024-05-01 05:25,210.0,,B라인
DT-00303,2024-05-03,EQ-B02,야간,초기불량,2024-05-03 04:50,2024-05-03 05:18,28.0,측정 오차,B라인
DT-00304,2024-05-04,EQ-B02,야간,설비고장,2024-05-04 05:47,2024-05-04 07:49,122.0,모터 과열,B라인
DT-00305,2024-05-06,EQ-B01,야간,셋업/조정,2024-05-06 23:52,2024-05-07 00:26,34.0,프로그램 변경,B라인
DT-00306,2024-05-06,EQ-B02,주간,설비고장,2024-05-06 13:26,2024-05-06 15:56,150.0,유압 누유,B라인
DT-00307,2024-05-06,EQ-C01,야간,소정지,2024-05-06 05:44,2024-05-06 06:02,18.0,냉각수 부족,C라인
DT-00308,2024-05-06,EQ-C01,주간,설비고장,2024-05-06 15:50,2024-05-06 16:47,57.0,모터 과열,C라인
DT-00309,2024-05-06,EQ-C03,야간,소정지,2024-05-06 01:40,2024-05-06 02:00,20.0,칩 막힘,C라인
DT-00310,2024-05-06,EQ-C04,주간,셋업/조정,2024-05-06 09:10,2024-05-06 09:54,44.0,공구 교체,C라인
DT-00311,2024-05-07,EQ-A02,주간,설비고장,2024-05-07 14:50,2024-05-07 15:33,43.0,스핀들 이상,A라인
DT-00312,2024-05-07,EQ-A03,야간,계획정지,2024-05-07 00:16,2024-05-07 01:07,51.0,자재 대기,A라인
DT-00313,2024-05-08,EQ-A03,야간,설비고장,2024-05-08 02:12,2024-05-08 03:24,72.0,센서 오작동,A라인
DT-00314,2024-05-08,EQ-B01,주간,설비고장,2024-05-08 14:56,2024-05-08 17:54,178.0,유압 누유,B라인
DT-00315,2024-05-09,EQ-A03,주간,셋업/조정,2024-05-09 08:01,2024-05-09 08:49,48.0,공구 교체,A라인
DT-00316,2024-05-09,EQ-B03,주간,계획정지,2024-05-09 09:29,2024-05-09 10:57,88.0,금형 예열,B라인
DT-00317,2024-05-10,EQ-A03,주간,설비고장,2024-05-10 08:25,2024-05-10 12:04,219.0,스핀들 이상,A라인
DT-00318,2024-05-10,EQ-A04,야간,소정지,2024-05-10 00:05,2024-05-10 00:10,5.0,냉각수 부족,A라인
DT-00319,2024-05-10,EQ-B03,주간,계획정지,2024-05-10 08:45,2024-05-10 10:16,91.0,점검,B라인
DT-00320,2024-05-10,EQ-C01,야간,소정지,2024-05-10 23:14,2024-05-10 23:26,12.0,공구 파손,C라인
DT-00321,2024-05-10,EQ-C03,야간,속도저하,2024-05-10 02:47,2024-05-10 04:08,81.0,소재 경도 편차,C라인
DT-00322,2024-05-11,EQ-A01,야간,소정지,2024-05-11 01:38,2024-05-11 01:50,12.0,소재 걸림,A라인
DT-00323,2024-05-11,EQ-A03,주간,설비고장,2024-05-11 14:11,2024-05-11 17:48,217.0,유압 누유,A라인
DT-00324,2024-05-11,EQ-A04,주간,셋업/조정,2024-05-11 12:16,2024-05-11 13:07,51.0,지그 교체,A라인
DT-00325,2024-05-11,EQ-B02,주간,설비고장,2024-05-11 13:37,2024-05-11 17:34,237.0,전기 접촉 불량,B라인
DT-00326,2024-05-13,EQ-A02,주간,속도저하,2024-05-13 08:30,2024-05-13 09:41,71.0,절삭유 노후,A라인
DT-00327,2024-05-13,EQ-A02,야간,설비고장,2024-05-13 01:45,2024-05-13 02:49,64.0,유압 누유,A라인
DT-00328,2024-05-13,EQ-B03,야간,셋업/조정,2024-05-13 23:06,2024-05-13 23:31,25.0,원점 재설정,B라인
DT-00329,2024-05-13,EQ-C02,야간,소정지,2024-05-13 01:30,2024-05-13 01:47,17.0,칩 막힘,C라인
DT-00330,2024-05-13,EQ-C03,주간,계획정지,2024-05-13 08:16,2024-05-13 09:02,46.0,금형 예열,C라인
DT-00331,2024-05-14,EQ-A03,야간,소정지,2024-05-14 04:42,2024-05-14 04:50,8.0,공구 파손,A라인
DT-00332,2024-05-14,EQ-B01,주간,셋업/조정,2024-05-14 10:16,2024-05-14 10:55,39.0,공구 교체,B라인
DT-00333,2024-05-14,EQ-B03,야간,설비고장,2024-05-14 05:08,2024-05-14 05:40,32.0,전기 접촉 불량,B라인
DT-00334,2024-05-15,EQ-A02,야간,설비고장,2024-05-15 00:16,2024-05-15 03:47,211.0,스핀들 이상,A라인
DT-00335,2024-05-15,EQ-C03,주간,설비고장,2024-05-15 15:55,2024-05-15 19:33,218.0,모터 과열,C라인
DT-00336,2024-05-16,EQ-A01,야간,계획정지,2024-05-16 04:18,2024-05-16 06:18,120.0,교육/미팅,A라인
DT-00337,2024-05-18,EQ-A04,야간,계획정지,2024-05-18 03:27,2024-05-18 05:25,118.0,교육/미팅,A라인
DT-00338,2024-05-18,EQ-A04,야간,초기불량,2024-05-18 00:35,2024-05-18 01:01,26.0,,A라인
DT-00339,2024-05-20,EQ-C04,주간,초기불량,2024-05-20 11:09,2024-05-20 11:47,38.0,측정 오차,C라인
DT-00340,2024-05-21,EQ-A01,주간,설비고장,2024-05-21 15:16,2024-05-21 16:52,96.0,베어링 마모,A라인
DT-00341,2024-05-21,EQ-B01,야간,설비고장,2024-05-21 23:57,2024-05-22 01:38,101.0,전기 접촉 불량,B라인
DT-00342,2024-05-21,EQ-C01,야간,계획정지,2024-05-21 03:45,2024-05-21 04:30,45.0,예방정비,C라인
DT-00343,2024-05-21,EQ-C03,야간,소정지,2024-05-21 23:54,2024-05-22 00:02,8.0,공구 파손,C라인
DT-00344,2024-05-22,EQ-A01,주간,속도저하,2024-05-22 13:05,2024-05-22 13:36,31.0,소재 경도 편차,A라인
DT-00345,2024-05-22,EQ-A03,주간,설비고장,2024-05-22 10:47,2024-05-22 13:39,172.0,유압 누유,A라인
DT-00346,2024-05-22,EQ-C03,주간,소정지,2024-05-22 08:33,2024-05-22 08:38,5.0,센서 오감지,C라인
DT-00347,2024-05-23,EQ-A03,야간,속도저하,2024-05-23 23:15,2024-05-24 00:22,67.0,소재 경도 편차,A라인
DT-00348,2024-05-23,EQ-C01,야간,속도저하,2024-05-23 22:18,2024-05-24 00:12,114.0,공구 마모,C라인
DT-00349,2024-05-23,EQ-C03,야간,속도저하,2024-05-23 03:37,2024-05-23 05:02,85.0,공구 마모,C라인
DT-00350,2024-05-24,EQ-A02,야간,계획정지,2024-05-24 00:01,2024-05-24 00:45,44.0,예방정비,A라인
DT-00351,2024-05-24,EQ-A03,야간,설비고장,2024-05-24 05:40,2024-05-24 06:29,49.0,스핀들 이상,A라인
DT-00352,2024-05-24,EQ-A03,주간,계획정지,2024-05-24 13:02,2024-05-24 14:38,96.0,금형 예열,A라인
DT-00353,2024-05-24,EQ-B02,야간,속도저하,2024-05-24 00:13,2024-05-24 00:34,21.0,절삭유 노후,B라인
DT-00354,2024-05-24,EQ-B02,야간,초기불량,2024-05-24 22:47,2024-05-24 23:00,13.0,소재 불량,B라인
DT-00355,2024-05-24,EQ-C02,야간,설비고장,2024-05-24 23:25,2024-05-25 01:47,142.0,센서 오작동,C라인
DT-00356,2024-05-25,EQ-A04,야간,셋업/조정,2024-05-25 23:01,2024-05-25 23:33,32.0,지그 교체,A라인
DT-00357,2024-05-27,EQ-A02,야간,초기불량,2024-05-27 04:18,2024-05-27 04:45,27.0,첫 로트 조건 미달,A라인
DT-00358,2024-05-27,EQ-A04,주간,소정지,2024-05-27 12:31,2024-05-27 12:51,20.0,소재 걸림,A라인
DT-00359,2024-05-28,EQ-A01,주간,초기불량,2024-05-28 13:42,2024-05-28 14:21,39.0,소재 불량,A라인
DT-00360,2024-05-28,EQ-A01,주간,설비고장,2024-05-28 15:28,2024-05-28 19:14,226.0,유압 누유,A라인
DT-00361,2024-05-28,EQ-C01,야간,초기불량,2024-05-28 04:05,2024-05-28 04:29,24.0,측정 오차,C라인
DT-00362,2024-05-29,EQ-A01,주간,속도저하,2024-05-29 14:40,2024-05-29 16:27,107.0,냉각 부족,A라인
DT-00363,2024-05-29,EQ-A01,야간,셋업/조정,2024-05-29 05:43,2024-05-29 06:19,36.0,금형 교체,A라인
DT-00364,2024-05-29,EQ-A02,주간,설비고장,2024-05-29 15:33,2024-05-29 17:34,121.0,스핀들 이상,A라인
DT-00365,2024-05-29,EQ-A04,주간,소정지,2024-05-29 12:29,2024-05-29 12:35,6.0,냉각수 부족,A라인
DT-00366,2024-05-29,EQ-A04,야간,셋업/조정,2024-05-29 00:08,2024-05-29 00:32,24.0,원점 재설정,A라인
DT-00367,2024-05-30,EQ-A01,주간,속도저하,2024-05-30 14:18,2024-05-30 15:13,55.0,냉각 부족,A라인
DT-00368,2024-05-30,EQ-B04,주간,소정지,2024-05-30 08:32,2024-05-30 08:52,20.0,냉각수 부족,B라인
DT-00369,2024-05-30,EQ-C02,야간,설비고장,2024-05-30 23:29,2024-05-31 00:49,80.0,전기 접촉 불량,C라인
DT-00370,2024-05-31,EQ-B04,야간,속도저하,2024-05-31 03:16,2024-05-31 03:55,39.0,프로그램 미최적화,B라인
DT-00371,2024-06-01,EQ-A03,주간,소정지,2024-06-01 09:47,2024-06-01 10:07,20.0,냉각수 부족,A라인
DT-00372,2024-06-01,EQ-B04,주간,속도저하,2024-06-01 14:02,2024-06-01 14:28,26.0,소재 경도 편차,B라인
DT-00373,2024-06-04,EQ-A01,야간,설비고장,2024-06-04 03:37,2024-06-04 07:17,220.0,스핀들 이상,A라인
DT-00374,2024-06-04,EQ-C01,야간,속도저하,2024-06-04 03:58,2024-06-04 05:39,101.0,절삭유 노후,C라인
DT-00375,2024-06-05,EQ-A03,주간,초기불량,2024-06-05 10:05,2024-06-05 10:18,13.0,첫 로트 조건 미달,A라인
DT-00376,2024-06-05,EQ-C03,야간,속도저하,2024-06-05 23:27,2024-06-06 01:12,105.0,프로그램 미최적화,C라인
DT-00377,2024-06-06,EQ-A02,야간,소정지,2024-06-06 23:00,2024-06-06 23:10,10.0,칩 막힘,A라인
DT-00378,2024-06-06,EQ-B03,야간,설비고장,2024-06-06 04:55,2024-06-06 07:10,135.0,전기 접촉 불량,B라인
DT-00379,2024-06-07,EQ-A01,야간,속도저하,2024-06-07 02:39,2024-06-07 04:18,99.0,프로그램 미최적화,A라인
DT-00380,2024-06-07,EQ-A03,야간,초기불량,2024-06-07 02:05,2024-06-07 02:49,,소재 불량,A라인
DT-00381,2024-06-07,EQ-A04,주간,설비고장,2024-06-07 09:52,2024-06-07 11:57,125.0,모터 과열,A라인
DT-00382,2024-06-07,EQ-A04,주간,설비고장,2024-06-07 11:30,2024-06-07 12:40,70.0,베어링 마모,A라인
DT-00383,2024-06-07,EQ-C02,야간,소정지,2024-06-07 01:05,2024-06-07 01:21,16.0,소재 걸림,C라인
DT-00384,2024-06-07,EQ-C04,주간,셋업/조정,2024-06-07 15:27,2024-06-07 16:26,59.0,원점 재설정,C라인
DT-00385,2024-06-08,EQ-A03,주간,설비고장,2024-06-08 15:31,2024-06-08 17:19,108.0,베어링 마모,A라인
DT-00386,2024-06-08,EQ-A03,주간,소정지,2024-06-08 11:18,2024-06-08 11:28,10.0,공구 파손,A라인
DT-00387,2024-06-10,EQ-A02,주간,소정지,2024-06-10 13:00,2024-06-10 13:18,18.0,공구 파손,A라인
DT-00388,2024-06-10,EQ-A03,야간,설비고장,2024-06-10 04:54,2024-06-10 06:50,116.0,스핀들 이상,A라인
DT-00389,2024-06-10,EQ-A03,야간,소정지,2024-06-10 22:31,2024-06-10 22:42,11.0,냉각수 부족,A라인
DT-00390,2024-06-10,EQ-C01,야간,셋업/조정,2024-06-10 01:45,2024-06-10 02:19,34.0,공구 교체,C라인
DT-00391,2024-06-11,EQ-A03,야간,설비고장,2024-06-11 03:35,2024-06-11 06:41,186.0,모터 과열,A라인
DT-00392,2024-06-11,EQ-C04,야간,설비고장,2024-06-11 05:07,2024-06-11 06:34,87.0,스핀들 이상,C라인
DT-00393,2024-06-12,EQ-C02,야간,소정지,2024-06-12 04:01,2024-06-12 04:15,14.0,센서 오감지,C라인
DT-00394,2024-06-12,EQ-C02,주간,설비고장,2024-06-12 15:22,2024-06-12 17:00,98.0,스핀들 이상,C라인
DT-00395,2024-06-13,EQ-A01,주간,셋업/조정,2024-06-13 13:58,2024-06-13 14:41,43.0,공구 교체,A라인
DT-00396,2024-06-13,EQ-A04,주간,소정지,2024-06-13 12:46,2024-06-13 13:02,16.0,공구 파손,A라인
DT-00397,2024-06-13,EQ-B03,야간,속도저하,2024-06-13 05:51,2024-06-13 07:18,87.0,절삭유 노후,B라인
DT-00398,2024-06-13,EQ-C03,주간,계획정지,2024-06-13 12:44,2024-06-13 13:49,65.0,점검,C라인
DT-00399,2024-06-15,EQ-B02,주간,속도저하,2024-06-15 10:12,2024-06-15 11:30,78.0,절삭유 노후,B라인
DT-00400,2024-06-17,EQ-A04,주간,설비고장,2024-06-17 14:31,2024-06-17 16:43,132.0,전기 접촉 불량,A라인
DT-00401,2024-06-17,EQ-C02,주간,셋업/조정,2024-06-17 08:22,2024-06-17 09:17,55.0,지그 교체,C라인
DT-00402,2024-06-18,EQ-B04,주간,초기불량,2024-06-18 10:52,2024-06-18 11:31,39.0,소재 불량,B라인
DT-00403,2024-06-19,EQ-A02,주간,초기불량,2024-06-19 13:27,2024-06-19 14:08,41.0,워밍업 미흡,A라인
DT-00404,2024-06-19,EQ-A02,주간,설비고장,2024-06-19 11:31,2024-06-19 12:27,56.0,,A라인
DT-00405,2024-06-19,EQ-A02,야간,셋업/조정,2024-06-19 22:49,2024-06-19 23:29,40.0,프로그램 변경,A라인
DT-00406,2024-06-19,EQ-A04,주간,초기불량,2024-06-19 09:45,2024-06-19 09:56,11.0,소재 불량,A라인
DT-00407,2024-06-19,EQ-B03,야간,설비고장,2024-06-19 23:06,2024-06-20 02:38,212.0,전기 접촉 불량,B라인
DT-00408,2024-06-20,EQ-A01,주간,속도저하,2024-06-20 08:32,2024-06-20 10:10,98.0,프로그램 미최적화,A라인
DT-00409,2024-06-20,EQ-A04,주간,설비고장,2024-06-20 11:58,2024-06-20 15:48,230.0,스핀들 이상,A라인
DT-00410,2024-06-20,EQ-B02,야간,셋업/조정,2024-06-20 05:46,2024-06-20 06:22,36.0,프로그램 변경,B라인
DT-00411,2024-06-20,EQ-C02,야간,초기불량,2024-06-20 03:52,2024-06-20 04:35,43.0,첫 로트 조건 미달,C라인
DT-00412,2024-06-20,EQ-C02,야간,설비고장,2024-06-20 04:49,2024-06-20 06:07,78.0,,C라인
DT-00413,2024-06-20,EQ-C04,야간,속도저하,2024-06-20 03:18,2024-06-20 05:17,119.0,소재 경도 편차,C라인
DT-00414,2024-06-21,EQ-A03,야간,소정지,2024-06-21 03:45,2024-06-21 04:04,19.0,칩 막힘,A라인
DT-00415,2024-06-21,EQ-C01,주간,속도저하,2024-06-21 10:48,2024-06-21 11:47,59.0,냉각 부족,C라인
DT-00416,2024-06-22,EQ-A01,주간,속도저하,2024-06-22 10:51,2024-06-22 11:54,63.0,절삭유 노후,A라인
DT-00417,2024-06-22,EQ-A03,야간,셋업/조정,2024-06-22 03:01,2024-06-22 03:38,37.0,원점 재설정,A라인
DT-00418,2024-06-22,EQ-A04,주간,셋업/조정,2024-06-22 09:21,2024-06-22 09:41,20.0,금형 교체,A라인
DT-00419,2024-06-24,EQ-A02,야간,셋업/조정,2024-06-24 22:25,2024-06-24 23:19,54.0,지그 교체,A라인
DT-00420,2024-06-24,EQ-A03,주간,속도저하,2024-06-24 12:26,2024-06-24 13:13,47.0,소재 경도 편차,A라인
DT-00421,2024-06-25,EQ-A01,야간,셋업/조정,2024-06-25 03:58,2024-06-25 04:19,21.0,공구 교체,A라인
DT-00422,2024-06-26,EQ-C03,주간,셋업/조정,2024-06-26 14:28,2024-06-26 14:54,26.0,프로그램 변경,C라인
DT-00423,2024-06-27,EQ-B04,야간,소정지,2024-06-27 03:56,2024-06-27 04:09,13.0,냉각수 부족,B라인
DT-00424,2024-06-28,EQ-A04,주간,초기불량,2024-06-28 12:05,2024-06-28 12:18,13.0,측정 오차,A라인
DT-00425,2024-06-28,EQ-B01,야간,설비고장,2024-06-28 00:33,2024-06-28 01:11,38.0,유압 누유,B라인
DT-00426,2024-06-29,EQ-B04,주간,계획정지,2024-06-29 09:32,2024-06-29 11:15,,교육/미팅,B라인
DT-00427,2024-06-29,EQ-C01,야간,소정지,2024-06-29 00:01,2024-06-29 00:12,11.0,냉각수 부족,C라인
