defect_id,defect_date,line,shift,product_code,defect_type,cause,severity,defect_qty,action,inspector_id
DEF-00576,2024-05-23,B라인,주간,PRD-005,기타,포장손상,경미,12,재작업,INS-05
DEF-00577,2024-05-23,C라인,야간,PRD-001,외관불량,찍힘,보통,9,특채(조건부합격),INS-04
DEF-00578,2024-05-24,B라인,야간,PRD-006,치수불량,소재경도편차,보통,12,특채(조건부합격),INS-07
DEF-00579,2024-05-24,B라인,주간,PRD-005,표면조도불량,냉각부족,경미,11,특채(조건부합격),INS-05
DEF-00580,2024-05-24,C라인,야간,PRD-001,형상불량,진원도초과,경미,10,재작업,INS-07
DEF-00581,2024-05-24,C라인,주간,PRD-001,기타,라벨오류,경미,12,재작업,INS-01
DEF-00582,2024-05-24,C라인,야간,PRD-001,외관불량,변색,경미,6,특채(조건부합격),INS-03
DEF-00583,2024-05-25,A라인,야간,PRD-001,외관불량,변색,보통,9,특채(조건부합격),INS-05
DEF-00584,2024-05-25,B라인,주간,PRD-002,외관불량,스크래치,보통,2,특채(조건부합격),INS-06
DEF-00585,2024-05-25,B라인,주간,PRD-005,크랙,열처리불량,경미,4,재작업,INS-06
DEF-00586,2024-05-25,C라인,야간,PRD-003,외관불량,이물질부착,보통,2,재작업,INS-07
DEF-00587,2024-05-25,C라인,야간,PRD-005,크랙,응력집중,보통,11,재작업,INS-06
DEF-00588,2024-05-27,A라인,주간,PRD-001,외관불량,찍힘,심각,15,폐기,INS-01
DEF-00589,2024-05-27,B라인,주간,PRD-005,외관불량,변색,보통,12,특채(조건부합격),INS-07
DEF-00590,2024-05-27,B라인,주간,PRD-002,형상불량,동축도초과,경미,6,특채(조건부합격),INS-04
DEF-00591,2024-05-27,C라인,야간,PRD-001,치수불량,소재경도편차,경미,13,특채(조건부합격),INS-06
DEF-00592,2024-05-28,A라인,주간,PRD-003,외관불량,찍힘,보통,7,,INS-05
DEF-00593,2024-05-28,A라인,야간,PRD-001,형상불량,동축도초과,보통,7,폐기,INS-02
DEF-00594,2024-05-28,B라인,야간,PRD-005,표면조도불량,냉각부족,경미,4,특채(조건부합격),INS-05
DEF-00595,2024-05-28,B라인,주간,PRD-006,형상불량,프로그램오류,경미,5,특채(조건부합격),INS-07
DEF-00596,2024-05-28,B라인,주간,PRD-002,외관불량,변색,보통,7,재작업,INS-08
DEF-00597,2024-05-28,B라인,주간,PRD-006,외관불량,버(burr)잔존,보통,11,특채(조건부합격),INS-01
DEF-00598,2024-05-28,B라인,야간,PRD-006,치수불량,공구마모,경미,13,재작업,INS-06
DEF-00599,2024-05-28,C라인,야간,PRD-005,크랙,열처리불량,보통,2,특채(조건부합격),INS-02
DEF-00600,2024-05-29,A라인,야간,PRD-001,치수불량,측정오류,보통,2,폐기,INS-02
DEF-00601,2024-05-29,B라인,주간,PRD-006,외관불량,이물질부착,보통,10,폐기,INS-03
DEF-00602,2024-05-29,B라인,야간,PRD-002,치수불량,소재경도편차,심각,27,폐기,INS-04
DEF-00603,2024-05-29,B라인,주간,PRD-002,치수불량,공구마모,심각,11,반품,INS-03
DEF-00604,2024-05-29,C라인,주간,PRD-005,형상불량,동축도초과,경미,6,재작업,INS-06
DEF-00605,2024-05-29,C라인,야간,PRD-005,형상불량,동축도초과,보통,5,특채(조건부합격),INS-02
DEF-00606,2024-05-29,C라인,야간,PRD-001,크랙,응력집중,보통,6,특채(조건부합격),INS-03
DEF-00607,2024-05-29,C라인,야간,PRD-001,치수불량,열변형,심각,11,반품,INS-08
DEF-00608,2024-05-30,A라인,야간,PRD-004,치수불량,공구마모,경미,12,특채(조건부합격),INS-02
DEF-00609,2024-05-30,B라인,야간,PRD-005,외관불량,이물질부착,심각,12,반품,INS-04
DEF-00610,2024-05-30,B라인,주간,PRD-005,형상불량,동축도초과,심각,21,반품,INS-04
DEF-00611,2024-05-30,B라인,주간,PRD-002,기타,포장손상,보통,10,특채(조건부합격),INS-05
DEF-00612,2024-05-30,B라인,야간,PRD-002,치수불량,공구마모,경미,13,특채(조건부합격),INS-05
DEF-00613,2024-05-30,C라인,야간,PRD-005,형상불량,진원도초과,경미,6,특채(조건부합격),INS-01
DEF-00614,2024-05-30,C라인,야간,PRD-003,외관불량,변색,보통,1,재작업,INS-01
DEF-00615,2024-05-30,C라인,주간,PRD-005,형상불량,동축도초과,보통,10,재작업,INS-05
DEF-00616,2024-05-30,C라인,주간,PRD-001,기타,포장손상,경미,5,재작업,INS-05
DEF-00617,2024-05-31,A라인,야간,PRD-001,외관불량,스크래치,심각,11,폐기,INS-05
DEF-00618,2024-05-31,A라인,야간,PRD-003,외관불량,버(burr)잔존,보통,2,폐기,INS-07
DEF-00619,2024-05-31,A라인,주간,PRD-003,형상불량,평탄도초과,보통,11,특채(조건부합격),INS-03
DEF-00620,2024-05-31,B라인,야간,PRD-005,표면조도불량,절삭조건부적합,경미,2,재작업,INS-06
DEF-00621,2024-05-31,B라인,주간,PRD-005,외관불량,버(burr)잔존,보통,3,폐기,INS-03
DEF-00622,2024-06-01,A라인,주간,PRD-003,형상불량,진원도초과,보통,9,재작업,INS-02
DEF-00623,2024-06-01,A라인,주간,PRD-004,형상불량,진원도초과,경미,8,재작업,INS-07
DEF-00624,2024-06-01,C라인,주간,PRD-005,형상불량,프로그램오류,경미,13,재작업,INS-06
DEF-00625,2024-06-03,A라인,주간,PRD-001,형상불량,평탄도초과,심각,29,폐기,INS-08
DEF-00626,2024-06-03,A라인,야간,PRD-001,치수불량,소재경도편차,경미,10,특채(조건부합격),INS-05
DEF-00627,2024-06-03,A라인,야간,PRD-003,치수불량,셋업오류,보통,1,폐기,INS-06
DEF-00628,2024-06-03,A라인,야간,PRD-003,치수불량,측정오류,심각,15,반품,INS-01
DEF-00629,2024-06-03,A라인,야간,PRD-001,치수불량,셋업오류,보통,10,재작업,INS-05
DEF-00630,2024-06-03,B라인,주간,PRD-006,크랙,소재결함,심각,5,반품,INS-07
DEF-00631,2024-06-03,C라인,야간,PRD-001,외관불량,버(burr)잔존,보통,9,재작업,INS-08
DEF-00632,2024-06-04,A라인,야간,PRD-001,외관불량,이물질부착,보통,4,폐기,INS-04
DEF-00633,2024-06-04,B라인,주간,PRD-006,외관불량,변색,보통,3,폐기,INS-07
DEF-00634,2024-06-04,C라인,야간,PRD-001,표면조도불량,소재불량,보통,11,재작업,INS-06
DEF-00635,2024-06-04,C라인,주간,PRD-001,외관불량,버(burr)잔존,경미,10,특채(조건부합격),INS-01
DEF-00636,2024-06-05,A라인,야간,PRD-003,표면조도불량,소재불량,보통,12,재작업,INS-02
DEF-00637,2024-06-05,B라인,야간,PRD-005,외관불량,이물질부착,보통,11,폐기,INS-01
DEF-00638,2024-06-06,A라인,주간,PRD-004,치수불량,열변형,경미,14,재작업,INS-05
DEF-00639,2024-06-06,A라인,야간,PRD-001,크랙,과부하가공,경미,10,특채(조건부합격),INS-04
DEF-00640,2024-06-06,B라인,주간,PRD-005,치수불량,소재경도편차,심각,22,폐기,INS-03
DEF-00641,2024-06-06,B라인,야간,PRD-006,형상불량,평탄도초과,심각,26,폐기,INS-03
DEF-00642,2024-06-06,B라인,야간,PRD-002,형상불량,진원도초과,보통,3,재작업,INS-03
DEF-00643,2024-06-06,B라인,야간,PRD-006,형상불량,평탄도초과,경미,2,재작업,INS-03
DEF-00644,2024-06-06,B라인,야간,PRD-002,외관불량,찍힘,경미,8,특채(조건부합격),INS-01
DEF-00645,2024-06-07,A라인,주간,PRD-003,크랙,과부하가공,심각,20,반품,INS-03
DEF-00646,2024-06-07,A라인,주간,PRD-003,표면조도불량,절삭조건부적합,심각,11,폐기,INS-01
DEF-00647,2024-06-07,B라인,야간,PRD-005,치수불량,열변형,보통,4,재작업,INS-08
DEF-00648,2024-06-07,B라인,주간,PRD-002,표면조도불량,냉각부족,경미,4,재작업,INS-04
DEF-00649,2024-06-07,B라인,주간,PRD-005,치수불량,셋업오류,보통,6,재작업,INS-08
DEF-00650,2024-06-07,B라인,주간,PRD-002,외관불량,버(burr)잔존,보통,10,재작업,INS-03
DEF-00651,2024-06-07,B라인,야간,PRD-006,형상불량,프로그램오류,경미,7,특채(조건부합격),INS-08
DEF-00652,2024-06-07,B라인,야간,PRD-005,치수불량,공구마모,경미,6,특채(조건부합격),INS-05
DEF-00653,2024-06-08,A라인,야간,PRD-003,형상불량,동축도초과,보통,5,폐기,INS-08
DEF-00654,2024-06-08,B라인,주간,PRD-006,치수불량,측정오류,보통,14,특채(조건부합격),INS-01
DEF-00655,2024-06-08,B라인,주간,PRD-005,기타,세척불량,심각,7,폐기,INS-05
DEF-00656,2024-06-08,B라인,야간,PRD-005,치수불량,셋업오류,보통,5,폐기,INS-05
DEF-00657,2024-06-08,C라인,주간,PRD-003,형상불량,프로그램오류,경미,4,재작업,INS-08
DEF-00658,2024-06-10,C라인,야간,PRD-001,치수불량,열변형,경미,10,재작업,INS-07
DEF-00659,2024-06-10,C라인,주간,PRD-001,표면조도불량,소재불량,보통,14,폐기,INS-07
DEF-00660,2024-06-10,C라인,주간,PRD-005,외관불량,이물질부착,경미,11,재작업,INS-04
DEF-00661,2024-06-11,A라인,주간,PRD-001,치수불량,공구마모,경미,6,재작업,INS-03
DEF-00662,2024-06-11,A라인,야간,PRD-001,치수불량,열변형,보통,9,재작업,INS-06
DEF-00663,2024-06-11,A라인,야간,PRD-003,크랙,과부하가공,심각,19,반품,INS-02
DEF-00664,2024-06-11,A라인,주간,PRD-001,치수불량,공구마모,심각,14,반품,INS-03
DEF-00665,2024-06-11,B라인,야간,PRD-002,치수불량,공구마모,경미,8,특채(조건부합격),INS-02
DEF-00666,2024-06-11,B라인,주간,PRD-005,기타,조립불량,경미,4,재작업,INS-03
DEF-00667,2024-06-11,B라인,주간,PRD-002,표면조도불량,공구마모,보통,6,폐기,INS-08
DEF-00668,2024-06-11,B라인,야간,PRD-005,외관불량,버(burr)잔존,경미,9,재작업,INS-02
DEF-00669,2024-06-11,C라인,주간,PRD-001,외관불량,변색,경미,9,재작업,INS-05
DEF-00670,2024-06-11,C라인,주간,PRD-005,치수불량,공구마모,보통,9,폐기,INS-03
DEF-00671,2024-06-11,C라인,야간,PRD-003,치수불량,소재경도편차,보통,12,특채(조건부합격),INS-03
DEF-00672,2024-06-12,B라인,주간,PRD-006,치수불량,셋업오류,경미,5,특채(조건부합격),INS-03
DEF-00673,2024-06-12,B라인,야간,PRD-002,기타,조립불량,보통,6,특채(조건부합격),INS-06
DEF-00674,2024-06-12,B라인,주간,PRD-002,외관불량,버(burr)잔존,경미,7,재작업,INS-04
DEF-00675,2024-06-12,C라인,야간,PRD-005,치수불량,측정오류,경미,3,특채(조건부합격),INS-06
DEF-00676,2024-06-12,C라인,주간,PRD-005,치수불량,소재경도편차,경미,6,재작업,INS-01
DEF-00677,2024-06-12,C라인,야간,PRD-001,크랙,,보통,2,재작업,INS-06
DEF-00678,2024-06-13,A라인,주간,PRD-004,외관불량,이물질부착,심각,27,반품,INS-08
DEF-00679,2024-06-13,B라인,주간,PRD-006,형상불량,진원도초과,보통,9,특채(조건부합격),INS-01
DEF-00680,2024-06-13,B라인,주간,PRD-002,치수불량,공구마모,경미,9,재작업,INS-08
DEF-00681,2024-06-13,B라인,주간,PRD-005,기타,세척불량,심각,6,폐기,INS-05
DEF-00682,2024-06-13,C라인,주간,PRD-003,외관불량,이물질부착,보통,5,,INS-05
DEF-00683,2024-06-14,A라인,야간,PRD-004,외관불량,찍힘,경미,4,재작업,INS-01
DEF-00684,2024-06-14,A라인,야간,PRD-001,기타,포장손상,보통,11,특채(조건부합격),INS-06
DEF-00685,2024-06-14,A라인,주간,PRD-004,외관불량,스크래치,보통,11,특채(조건부합격),INS-05
DEF-00686,2024-06-14,A라인,주간,PRD-003,치수불량,소재경도편차,경미,5,특채(조건부합격),INS-05
DEF-00687,2024-06-14,A라인,야간,PRD-004,외관불량,스크래치,보통,8,특채(조건부합격),INS-01
DEF-00688,2024-06-14,B라인,야간,PRD-006,크랙,응력집중,경미,8,특채(조건부합격),INS-07
DEF-00689,2024-06-14,C라인,주간,PRD-001,형상불량,진원도초과,보통,8,특채(조건부합격),INS-07
DEF-00690,2024-06-14,C라인,야간,PRD-003,크랙,소재결함,심각,11,반품,INS-07
DEF-00691,2024-06-14,C라인,주간,PRD-001,크랙,,경미,1,특채(조건부합격),INS-04
DEF-00692,2024-06-14,C라인,야간,PRD-005,형상불량,진원도초과,보통,8,재작업,INS-06
DEF-00693,2024-06-15,A라인,주간,PRD-003,표면조도불량,소재불량,경미,10,재작업,INS-07
DEF-00694,2024-06-15,B라인,야간,PRD-002,형상불량,진원도초과,보통,2,재작업,INS-03
DEF-00695,2024-06-15,C라인,주간,PRD-005,크랙,과부하가공,보통,8,폐기,INS-07
DEF-00696,2024-06-15,C라인,야간,PRD-005,기타,세척불량,심각,27,폐기,INS-07
DEF-00697,2024-06-17,A라인,주간,PRD-004,치수불량,열변형,경미,2,재작업,INS-01
DEF-00698,2024-06-17,B라인,주간,PRD-006,형상불량,평탄도초과,경미,6,특채(조건부합격),INS-07
DEF-00699,2024-06-17,C라인,주간,PRD-003,기타,포장손상,경미,7,특채(조건부합격),INS-07
DEF-00700,2024-06-17,C라인,주간,PRD-005,형상불량,프로그램오류,보통,2,특채(조건부합격),INS-07
DEF-00701,2024-06-18,A라인,야간,PRD-004,외관불량,변색,경미,12,특채(조건부합격),INS-04
DEF-00702,2024-06-18,A라인,야간,PRD-004,외관불량,,심각,11,폐기,INS-01
DEF-00703,2024-06-19,A라인,야간,PRD-003,표면조도불량,소재불량,심각,13,반품,INS-04
DEF-00704,2024-06-19,A라인,주간,PRD-003,치수불량,소재경도편차,경미,1,특채(조건부합격),INS-05
DEF-00705,2024-06-19,A라인,야간,PRD-003,표면조도불량,냉각부족,경미,6,재작업,INS-04
DEF-00706,2024-06-19,B라인,야간,PRD-005,표면조도불량,공구마모,경미,4,특채(조건부합격),INS-01
DEF-00707,2024-06-19,B라인,야간,PRD-002,표면조도불량,냉각부족,심각,5,반품,INS-04
DEF-00708,2024-06-19,B라인,주간,PRD-005,크랙,열처리불량,경미,4,특채(조건부합격),INS-06
DEF-00709,2024-06-19,B라인,야간,PRD-002,치수불량,공구마모,보통,2,특채(조건부합격),INS-07
DEF-00710,2024-06-19,C라인,야간,PRD-003,형상불량,,보통,1,폐기,INS-06
DEF-00711,2024-06-19,C라인,주간,PRD-003,치수불량,셋업오류,보통,13,특채(조건부합격),INS-08
DEF-00712,2024-06-20,A라인,야간,PRD-004,외관불량,이물질부착,경미,1,재작업,INS-02
DEF-00713,2024-06-20,A라인,야간,PRD-001,형상불량,,보통,7,폐기,INS-03
DEF-00714,2024-06-20,A라인,야간,PRD-004,표면조도불량,냉각부족,보통,11,특채(조건부합격),INS-06
DEF-00715,2024-06-20,B라인,야간,PRD-006,외관불량,찍힘,보통,6,폐기,INS-04
DEF-00716,2024-06-20,B라인,야간,PRD-005,치수불량,열변형,보통,8,특채(조건부합격),INS-05
DEF-00717,2024-06-20,B라인,야간,PRD-006,형상불량,동축도초과,보통,11,재작업,INS-04
DEF-00718,2024-06-20,B라인,주간,PRD-002,외관불량,스크래치,심각,22,반품,INS-01
DEF-00719,2024-06-20,C라인,주간,PRD-001,치수불량,공구마모,보통,1,특채(조건부합격),INS-04
DEF-00720,2024-06-20,C라인,야간,PRD-003,형상불량,,보통,4,특채(조건부합격),INS-01
DEF-00721,2024-06-20,C라인,주간,PRD-005,외관불량,변색,보통,4,폐기,INS-06
DEF-00722,2024-06-20,C라인,주간,PRD-005,표면조도불량,소재불량,보통,10,특채(조건부합격),INS-07
DEF-00723,2024-06-21,A라인,야간,PRD-004,외관불량,변색,보통,14,특채(조건부합격),INS-06
DEF-00724,2024-06-21,A라인,주간,PRD-001,표면조도불량,절삭조건부적합,보통,11,특채(조건부합격),INS-01
DEF-00725,2024-06-21,A라인,야간,PRD-001,치수불량,열변형,경미,2,재작업,INS-05
DEF-00726,2024-06-21,B라인,야간,PRD-005,외관불량,버(burr)잔존,경미,10,재작업,INS-02
DEF-00727,2024-06-21,B라인,야간,PRD-006,형상불량,진원도초과,경미,9,재작업,INS-05
DEF-00728,2024-06-21,C라인,주간,PRD-005,치수불량,측정오류,심각,9,폐기,INS-03
DEF-00729,2024-06-22,A라인,야간,PRD-004,외관불량,변색,보통,11,재작업,INS-06
DEF-00730,2024-06-22,B라인,주간,PRD-005,치수불량,측정오류,심각,9,폐기,INS-02
DEF-00731,2024-06-22,B라인,주간,PRD-005,외관불량,찍힘,보통,10,특채(조건부합격),INS-06
DEF-00732,2024-06-22,B라인,야간,PRD-005,외관불량,변색,심각,15,폐기,INS-05
DEF-00733,2024-06-24,A라인,주간,PRD-004,치수불량,셋업오류,보통,12,재작업,INS-02
DEF-00734,2024-06-24,A라인,주간,PRD-001,치수불량,소재경도편차,심각,20,폐기,INS-08
DEF-00735,2024-06-24,B라인,야간,PRD-002,크랙,소재결함,보통,14,재작업,INS-05
DEF-00736,2024-06-24,B라인,주간,PRD-006,외관불량,스크래치,경미,8,재작업,INS-06
DEF-00737,2024-06-24,B라인,주간,PRD-006,외관불량,찍힘,경미,14,특채(조건부합격),INS-06
DEF-00738,2024-06-24,C라인,야간,PRD-001,외관불량,,보통,5,폐기,INS-01
DEF-00739,2024-06-24,C라인,주간,PRD-001,크랙,과부하가공,보통,4,특채(조건부합격),INS-01
DEF-00740,2024-06-25,A라인,야간,PRD-001,외관불량,변색,경미,9,특채(조건부합격),INS-01
DEF-00741,2024-06-25,A라인,야간,PRD-003,치수불량,측정오류,보통,2,특채(조건부합격),INS-07
DEF-00742,2024-06-25,A라인,주간,PRD-004,치수불량,열변형,경미,5,재작업,INS-08
DEF-00743,2024-06-25,B라인,야간,PRD-002,외관불량,이물질부착,심각,28,폐기,INS-06
DEF-00744,2024-06-25,B라인,주간,PRD-005,기타,라벨오류,심각,5,반품,INS-05
DEF-00745,2024-06-25,B라인,야간,PRD-002,표면조도불량,공구마모,경미,9,재작업,INS-01
DEF-00746,2024-06-25,C라인,야간,PRD-005,형상불량,진원도초과,보통,6,재작업,INS-04
DEF-00747,2024-06-26,B라인,주간,PRD-002,외관불량,변색,보통,7,폐기,INS-01
DEF-00748,2024-06-26,B라인,야간,PRD-002,기타,라벨오류,경미,10,특채(조건부합격),INS-02
DEF-00749,2024-06-26,B라인,주간,PRD-005,기타,조립불량,경미,2,,INS-03
DEF-00750,2024-06-26,B라인,야간,PRD-006,외관불량,버(burr)잔존,경미,5,특채(조건부합격),INS-07
DEF-00751,2024-06-26,C라인,야간,PRD-001,표면조도불량,,심각,13,반품,INS-07
DEF-00752,2024-06-27,A라인,야간,PRD-004,외관불량,찍힘,경미,11,재작업,INS-01
DEF-00753,2024-06-27,A라인,주간,PRD-003,외관불량,이물질부착,보통,13,폐기,INS-05
DEF-00754,2024-06-27,A라인,주간,PRD-003,치수불량,셋업오류,보통,10,특채(조건부합격),INS-06
DEF-00755,2024-06-27,A라인,주간,PRD-001,크랙,열처리불량,보통,4,특채(조건부합격),INS-04
DEF-00756,2024-06-27,B라인,주간,PRD-005,기타,세척불량,보통,14,재작업,INS-02
DEF-00757,2024-06-27,C라인,주간,PRD-005,치수불량,셋업오류,경미,10,특채(조건부합격),INS-06
DEF-00758,2024-06-27,C라인,주간,PRD-005,외관불량,버(burr)잔존,경미,1,재작업,INS-02
DEF-00759,2024-06-28,A라인,야간,PRD-001,외관불량,스크래치,경미,10,특채(조건부합격),INS-08
DEF-00760,2024-06-28,A라인,주간,PRD-004,외관불량,버(burr)잔존,경미,3,특채(조건부합격),INS-03
DEF-00761,2024-06-28,A라인,주간,PRD-003,외관불량,스크래치,보통,8,재작업,INS-03
DEF-00762,2024-06-28,A라인,야간,PRD-003,표면조도불량,절삭조건부적합,심각,10,폐기,INS-01
DEF-00763,2024-06-28,A라인,야간,PRD-001,외관불량,스크래치,경미,5,재작업,INS-06
DEF-00764,2024-06-28,C라인,주간,PRD-001,외관불량,찍힘,심각,5,폐기,INS-08
DEF-00765,2024-06-29,A라인,야간,PRD-001,외관불량,스크래치,경미,11,재작업,INS-02
DEF-00766,2024-06-29,B라인,야간,PRD-002,크랙,,경미,9,특채(조건부합격),INS-08
DEF-00767,2024-06-29,C라인,주간,PRD-005,외관불량,버(burr)잔존,보통,4,특채(조건부합격),INS-05
